TC_ID,Scenario ID,Module,Tên Test Case,Điều kiện tiên quyết,Bước thực hiện,Dữ liệu test,Kết quả mong đợi,Kết quả thực tế,Trạng thái,Mức độ ưu tiên,Loại test,Người thực hiện,Ngày test,Ghi chú
TC_LP_029,S01,Learning Path Generation,Baseline - Nhà Khoa học Dữ liệu (ưu tiên Nghề nghiệp #1),"Sinh viên 2110001, ưu tiên Nghề nghiệp #1, chọn nghề Data Scientists","1. Đăng nhập bằng tài khoản sinh viên 2110001
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với nghề Data Scientists (15-2051.00)
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình - so sánh với TC_LP_027, TC_LP_028","Mã SV: 2110001
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.5","Sử dụng occupation-specific scoring, chọn môn phù hợp Data Science (MT, CO ML/AI), lộ trình khác Software Dev",,Not Run,High,Integration,So sánh chọn môn giữa các nghề,,
TC_LP_030,S01,Learning Path Generation,Baseline - Chuyên viên Phân tích Bảo mật (ưu tiên Nghề nghiệp #1),"Sinh viên 2110001, ưu tiên Nghề nghiệp #1, chọn nghề Information Security Analysts","1. Đăng nhập bằng tài khoản sinh viên 2110001
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với nghề Info Security (15-1212.00)
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình - so sánh với TC_LP_028, TC_LP_029","Mã SV: 2110001
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","Sử dụng occupation-specific scoring, chọn môn phù hợp Info Security (CO bảo mật, mạng), lộ trình khác 2 TC trên",,Not Run,High,Integration,So sánh chọn môn giữa các nghề,,
TC_LP_031,S05,Learning Path Generation,GPA cao - Không chọn nghề (ưu tiên Nghề nghiệp #1),"Sinh viên 2110004 GPA cao, ưu tiên Nghề nghiệp #1, không chọn nghề","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với ưu tiên Nghề nghiệp #1, không chọn nghề
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.0","Occupation-based scoring + GPA cao → GOOD feasibility, môn được chọn theo giá trị nghề trung bình, GPA dự đoán cao",,Not Run,Medium,Integration,,,
TC_LP_032,S05,Learning Path Generation,GPA cao - Nhà Phát triển Phần mềm (ưu tiên Nghề nghiệp #1),"Sinh viên 2110004 GPA cao, ưu tiên Nghề nghiệp #1, chọn Software Developers","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với nghề Software Developers
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","Occupation-specific scoring cho Software Dev, GOOD feasibility, GPA dự đoán cao, lộ trình tối ưu cho phát triển phần mềm",,Not Run,Medium,Integration,,,
TC_LP_033,S05,Learning Path Generation,GPA cao - Nhà Khoa học Dữ liệu (ưu tiên Nghề nghiệp #1),"Sinh viên 2110004 GPA cao, ưu tiên Nghề nghiệp #1, chọn Data Scientists","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với nghề Data Scientists
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.5","Occupation-specific scoring cho Data Science, GOOD feasibility, lộ trình ưu tiên môn ML/AI/thống kê",,Not Run,Medium,Integration,,,
TC_LP_034,S05,Learning Path Generation,GPA cao - Chuyên viên Bảo mật (ưu tiên Nghề nghiệp #1),"Sinh viên 2110004 GPA cao, ưu tiên Nghề nghiệp #1, chọn Info Security Analysts","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với nghề Info Security
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra lộ trình","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.0","Occupation-specific scoring cho Info Security, GOOD feasibility, lộ trình ưu tiên môn bảo mật/mạng",,Not Run,Medium,Integration,,,
TC_LP_035,S05,Learning Path Generation,Sinh viên GPA cao - GPA mục tiêu 2.0 (ưu tiên GPA #1),"Sinh viên 2110004 GPA cao (~3.8), GPA mục tiêu chỉ 2.0","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 2.0
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra GPA dự đoán","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.0","GPA mục tiêu thấp hơn GPA hiện tại, tính khả thi GOOD, hệ thống có thể chọn môn khó hơn mà vẫn đạt mục tiêu, GPA dự đoán > 2.0",,Not Run,High,Integration,GPA mục tiêu thấp hơn khả năng,,
TC_LP_036,S05,Learning Path Generation,Sinh viên GPA cao - GPA mục tiêu 2.5 (ưu tiên GPA #1),"Sinh viên 2110004 GPA cao, GPA mục tiêu 2.5","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 2.5
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra GPA dự đoán","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.5","GOOD feasibility, GPA dự đoán > 2.5, lộ trình linh hoạt vì mục tiêu dễ đạt",,Not Run,Medium,Integration,,,
TC_LP_037,S05,Learning Path Generation,Sinh viên GPA cao - GPA mục tiêu 3.5 (ưu tiên GPA #1),"Sinh viên 2110004 GPA cao, GPA mục tiêu 3.5","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 3.5
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra GPA dự đoán","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","GOOD feasibility, GPA dự đoán gần 3.5, lộ trình chọn môn cẩn thận để duy trì GPA cao",,Not Run,High,Integration,GPA mục tiêu cao nhưng khả thi,,
TC_LP_038,S05,Learning Path Generation,Sinh viên GPA cao - GPA mục tiêu 4.0 (ưu tiên GPA #1),"Sinh viên 2110004 GPA cao, GPA mục tiêu 4.0 (tối đa)","1. Đăng nhập bằng tài khoản sinh viên 2110004
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 4.0
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra GPA dự đoán","Mã SV: 2110004
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 4.0","Tính khả thi MEDIUM hoặc GOOD (GPA hiện tại cao), GPA dự đoán < 4.0, khuyến nghị MAINTAIN_LOAD hoặc FOCUS_HIGH_CREDIT",,Not Run,Critical,Integration,GPA mục tiêu tối đa - biên kiểm,,
TC_LP_039,S06,Learning Path Generation,Sinh viên GPA thấp - GPA mục tiêu 2.0 (ưu tiên GPA #1),"Sinh viên 2110005 GPA thấp (~2.0), GPA mục tiêu 2.0","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 2.0
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra GPA dự đoán","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 2.0","GOOD feasibility, GPA mục tiêu bằng GPA hiện tại, dễ đạt, lộ trình linh hoạt",,Not Run,High,Integration,GPA mục tiêu = GPA hiện tại,,
TC_LP_040,S06,Learning Path Generation,Sinh viên GPA thấp - GPA mục tiêu 3.0 (ưu tiên GPA #1),"Sinh viên 2110005 GPA thấp, GPA mục tiêu 3.0 (cao hơn khả năng)","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 3.0
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra tính khả thi","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.0","MEDIUM hoặc WEAK feasibility, GPA yêu cầu cho môn còn lại > khả năng, khuyến nghị LOWER_GPA_TARGET hoặc REDUCE_LOAD_FOR_GPA",,Not Run,Critical,Integration,GPA mục tiêu cao hơn khả năng,,
TC_LP_041,S06,Learning Path Generation,Sinh viên GPA thấp - GPA mục tiêu 3.5 (ưu tiên GPA #1),"Sinh viên 2110005 GPA thấp, GPA mục tiêu 3.5","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 3.5
4. Xác nhận tính khả thi
5. Kiểm tra khuyến nghị hệ thống","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","WEAK feasibility (GPA requiredGpa > 4.0), khuyến nghị LOWER_GPA_TARGET, EXTEND_REDUCE_PRESSURE",,Not Run,Critical,Integration,GPA mục tiêu không thể đạt - WEAK,,
TC_LP_042,S06,Learning Path Generation,Sinh viên GPA thấp - GPA mục tiêu 4.0 (ưu tiên GPA #1),"Sinh viên 2110005 GPA thấp, GPA mục tiêu 4.0 (không thể đạt)","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với GPA mục tiêu 4.0
4. Xác nhận tính khả thi
5. Kiểm tra khuyến nghị hệ thống","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 4.0","WEAK feasibility, GPA Requirement check fail (requiredGpa > 4.0), khuyến nghị LOWER_GPA_TARGET kèm thông điệp động thái",,Not Run,Critical,Integration,GPA mục tiêu không thể - biên kiểm WEAK feasibility,,
TC_LP_043,S02,Learning Path Generation,Sinh viên mới - Không học hè,"Sinh viên 2410001 chưa có dữ liệu điểm, không đăng ký học hè","1. Đăng nhập bằng tài khoản sinh viên 2410001
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 0 HK hè
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra thời lượng lộ trình","Mã SV: 2410001
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 0
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.5","Lộ trình dài hơn (chỉ dùng HK chính), Credit/Time feasibility có thể WEAK nếu quá nhiều tín chỉ còn lại, so sánh với TC_LP_002 (có 1 HK hè)",,Not Run,Critical,Integration,Biên kiểm: không học hè vs có học hè,,
TC_LP_044,S02,Learning Path Generation,Sinh viên mới - 3 HK hè cường độ Heavy,"Sinh viên 2410001 chưa có dữ liệu điểm, đăng ký 3 HK hè Heavy","1. Đăng nhập bằng tài khoản sinh viên 2410001
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 3 HK hè Heavy
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra thời lượng lộ trình - so sánh với TC_LP_043","Mã SV: 2410001
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: (không chọn)
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 3.5","Lộ trình ngắn hơn đáng kể (thêm 3×8=24 TC từ hè), tính khả thi GOOD hoặc MEDIUM, rủi ro trung bình, so sánh thời lượng với TC_LP_043",,Not Run,Critical,Integration,Biên kiểm: tối đa học hè,,
TC_LP_045,S06,Learning Path Generation,Sinh viên GPA thấp - Không học hè,"Sinh viên 2110005 GPA thấp, không đăng ký học hè","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 0 HK hè
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra tính khả thi","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 0
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.0","WEAK hoặc MEDIUM, Credit/Time khả năng fail, khuyến nghị USE_SUMMER hoặc EXTEND_TIMELINE",,Not Run,High,Integration,,,
TC_LP_046,S06,Learning Path Generation,Sinh viên GPA thấp - 3 HK hè cường độ Heavy,"Sinh viên 2110005 GPA thấp, đăng ký 3 HK hè Heavy","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 3 HK hè Heavy
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra tính khả thi - so sánh với TC_LP_045","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.5","Tính khả thi tốt hơn TC_LP_045, Credit/Time pass, nhưng GPA Requirement vẫn có thể fail, khuyến nghị USE_SUMMER đã được áp dụng",,Not Run,High,Integration,Học hè cải thiện Credit/Time feasibility,,
TC_LP_049,S12,Learning Path Generation,Sinh viên rớt môn - Không học hè,"Sinh viên 2110010 có môn F, không học hè","1. Đăng nhập bằng tài khoản sinh viên 2110010
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 0 HK hè
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra môn học lại trong lộ trình","Mã SV: 2110010
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 0
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.5","Môn F được xếp lại, GPA dự đoán thấp, WEAK hoặc MEDIUM, Credit/Time có thể fail do môn học lại thêm tín chỉ",,Not Run,High,Integration,Rớt môn + không học hè,,
TC_LP_050,S12,Learning Path Generation,Sinh viên rớt môn - 3 HK hè cường độ Heavy,"Sinh viên 2110010 có môn F, 3 HK hè Heavy","1. Đăng nhập bằng tài khoản sinh viên 2110010
2. Truy cập trang Learning Path
3. Tạo mục tiêu học tập với 3 HK hè Heavy
4. Xác nhận tính khả thi
5. Tạo lộ trình học tập
6. Kiểm tra môn học lại và thời lượng - so sánh với TC_LP_049","Mã SV: 2110010
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-2051.00 - Nhà Khoa học Dữ liệu
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.0","Môn F được xếp lại, học hè giúp bù tín chỉ môn học lại, tính khả thi tốt hơn TC_LP_049, MEDIUM",,Not Run,High,Integration,Rớt môn + học hè bù,,
TC_LP_051,S06,Learning Path Generation,Edge: Sinh viên GPA thấp + GPA mục tiêu 4.0 + ưu tiên GPA #1 → WEAK,"Sinh viên 2110005 GPA thấp, GPA 4.0 không thể đạt, ưu tiên GPA #1","1. Đăng nhập bằng tài khoản sinh viên 2110005
2. Truy cập trang Learning Path
3. Tạo mục tiêu: GPA 4.0, ưu tiên GPA #1
4. Xác nhận tính khả thi WEAK
5. Kiểm tra khuyến nghị hệ thống","Mã SV: 2110005
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 4.0","WEAK feasibility, GPA Requirement check fail (requiredGpa > 4.0), khuyến nghị LOWER_GPA_TARGET + EXTEND_REDUCE_PRESSURE + RECONSIDER_GPA",,Not Run,Critical,Integration,Edge case: GPA không thể đạt,,
TC_LP_052,S07,Learning Path Generation,Edge: Sinh viên gần xong + Heavy + ưu tiên OnTime #1 → GOOD,"Sinh viên 2110006 gần hoàn thành, Heavy, ưu tiên OnTime #1","1. Đăng nhập bằng tài khoản sinh viên 2110006
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, ưu tiên OnTime #1
4. Xác nhận tính khả thi GOOD
5. Kiểm tra lộ trình ngắn","Mã SV: 2110006
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.0","GOOD feasibility, lộ trình rất ngắn (ít môn còn lại), Heavy giúp hoàn thành nhanh nhất, risk_level medium hoặc low do ít môn",,Not Run,High,Integration,Edge case: gần xong + tối ưu thời gian,,
TC_LP_054,S02,Learning Path Generation,Edge: Sinh viên mới + Low + không học hè → WEAK,"Sinh viên 2410001 chưa có dữ liệu, Low intensity, không học hè","1. Đăng nhập bằng tài khoản sinh viên 2410001
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Low, 0 HK hè
4. Xác nhận tính khả thi
5. Kiểm tra Credit/Time check","Mã SV: 2410001
Cường độ HK chính: Low (≤13 TC)
Số HK hè: 0
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.0","WEAK feasibility, Credit/Time check fail (quá nhiều TC còn lại với tải thấp + không học hè), khuyến nghị EXTEND_TIMELINE hoặc tăng cường độ",,Not Run,Critical,Integration,Edge case: quá nhiều môn + tải thấp nhất,,
TC_LP_055,S12,Learning Path Generation,Edge: Rớt môn + Heavy + ưu tiên GPA #1 + GPA 3.5 → MEDIUM,"Sinh viên 2110010 có môn F, Heavy, GPA mục tiêu 3.5","1. Đăng nhập bằng tài khoản sinh viên 2110010
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, GPA 3.5, ưu tiên GPA #1
4. Xác nhận tính khả thi
5. Kiểm tra khuyến nghị","Mã SV: 2110010
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Đạt GPA mong muốn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.5","MEDIUM feasibility, GPA khó đạt do môn rớt, Heavy tăng rủi ro, khuyến nghị REDUCE_LOAD_FOR_GPA + CHOOSE_MANAGEABLE_COURSES",,Not Run,High,Integration,Edge case: rớt môn + GPA cao + tải nặng,,
TC_LP_056,S11,Learning Path Generation,Edge: Gap year + Heavy + ưu tiên OnTime #1 + 3 HK hè → GOOD,"Sinh viên 2110011 gap year, Heavy, 3 HK hè, ưu tiên OnTime #1","1. Đăng nhập bằng tài khoản sinh viên 2110011
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, 3 HK hè, ưu tiên OnTime #1
4. Xác nhận tính khả thi
5. Kiểm tra lộ trình","Mã SV: 2110011
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.5","GOOD feasibility, Heavy + 3 HK hè bù đắp gap year, nhiều TC khả dụng, risk_level high nhưng hoàn thành đúng hạn",,Not Run,High,Integration,Edge case: bù gap year bằng tải nặng,,
TC_LP_057,S04,Learning Path Generation,Edge: Năm hai + Light + GPA 2.0 → GOOD,"Sinh viên 2110003 năm 2, Light, GPA mục tiêu 2.0","1. Đăng nhập bằng tài khoản sinh viên 2110003
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Light, GPA 2.0
4. Xác nhận tính khả thi
5. Kiểm tra lộ trình","Mã SV: 2110003
Cường độ HK chính: Light (14-15 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: (không chọn)
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Kiến thức chuyên sâu & nghề nghiệp
GPA mục tiêu: 2.0","GOOD feasibility, GPA mục tiêu thấp dễ đạt, Light đủ để hoàn thành, rủi ro thấp",,Not Run,Medium,Integration,Edge case: GPA mục tiêu thấp,,
TC_LP_058,S09,Learning Path Generation,Edge: Giỏi đại cương yếu chuyên ngành + Standard + ưu tiên Nghề nghiệp #1 + Software Dev,"Sinh viên 2110008, ưu tiên Nghề nghiệp #1, chọn Software Dev","1. Đăng nhập bằng tài khoản sinh viên 2110008
2. Truy cập trang Learning Path
3. Tạo mục tiêu: ưu tiên Nghề nghiệp #1, Software Dev
4. Xác nhận tính khả thi
5. Kiểm tra lộ trình","Mã SV: 2110008
Cường độ HK chính: Standard (16-17 TC)
Số HK hè: 1, cường độ: Standard
Nghề nghiệp: 15-1252.00 - Nhà Phát triển Phần mềm
Ưu tiên #1: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #2: Đạt GPA mong muốn
Ưu tiên #3: Ra trường đúng hạn
GPA mục tiêu: 3.0","MEDIUM hoặc GOOD, occupation scoring chọn môn chuyên ngành Software Dev, nhưng GPA dự đoán thấp do yếu chuyên ngành, khuyến nghị REDUCE_FOR_DEPTH",,Not Run,High,Integration,Edge case: yếu chuyên ngành + ưu tiên nghề,,
TC_LP_059,S10,Learning Path Generation,Edge: Đã học hè + Heavy + ưu tiên OnTime #1 + 3 HK hè → GOOD,"Sinh viên 2110009 đã có học hè, Heavy, thêm 3 HK hè, ưu tiên OnTime #1","1. Đăng nhập bằng tài khoản sinh viên 2110009
2. Truy cập trang Learning Path
3. Tạo mục tiêu: Heavy, 3 HK hè, ưu tiên OnTime #1
4. Xác nhận tính khả thi
5. Kiểm tra lộ trình","Mã SV: 2110009
Cường độ HK chính: Heavy (18-22 TC)
Số HK hè: 3, cường độ: Heavy (7-8 TC)
Nghề nghiệp: 15-1212.00 - Chuyên viên Phân tích Bảo mật Thông tin
Ưu tiên #1: Ra trường đúng hạn
Ưu tiên #2: Kiến thức chuyên sâu & nghề nghiệp
Ưu tiên #3: Đạt GPA mong muốn
GPA mục tiêu: 2.5","GOOD feasibility, đã có học hè + thêm HK hè = rất nhiều TC khả dụng, hoàn thành rất nhanh, risk_level high",,Not Run,Medium,Integration,Edge case: tối đa hóa tốc độ,,
